1,40.75329119,-73.98483644,71.9
2,40.75313184,-73.98441989,85.9
3,40.75297552,-73.98424458,69.4
4,40.75268304,-73.9841584,69.3
5,40.75277459,-73.98378791,115.3
6,40.75269249,-73.98354307,81
7,40.7525641,-73.98331669,93.2
8,40.75242888,-73.9830205,137.3
9,40.75232927,-73.98270256,110.8
10,40.75212204,-73.98238634,149.3
11,40.75293528,-73.98500547,105.6
12,40.75283723,-73.98475954,82.8
13,40.75267528,-73.98440084,38.2
14,40.75261546,-73.98421484,69.5
15,40.75249096,-73.98393965,99.1
16,40.75231517,-73.98349282,85.8
17,40.75210891,-73.98307585,76.7
18,40.75188934,-73.98255265,69.6
19,40.75278781,-73.98513539,19.7
20,40.75267401,-73.9848463,20.5
21,40.75253413,-73.98444046,20.9
22,40.7524333,-73.98422661,21.2
23,40.75227722,-73.98388452,22
24,40.75211132,-73.98348102,22.4
25,40.75202191,-73.98318635,22.6
26,40.75178672,-73.98267824,23.7
27,40.75263531,-73.98540675,41.8
28,40.75250309,-73.98504806,79.3
29,40.75237077,-73.98476754,85.6
30,40.75224305,-73.98451426,97.6
31,40.75222347,-73.98420382,39.2
32,40.75206371,-73.98403792,76.5
33,40.75198774,-73.98381547,120.9
34,40.75183563,-73.98356366,44.2
35,40.75171714,-73.98309546,74
36,40.75158437,-73.98265525,57.6
37,40.75232836,-73.98560683,38.8
38,40.75227863,-73.98527608,70.1
39,40.7521976,-73.98509784,66.4
40,40.75210278,-73.98492319,86.1
41,40.75202822,-73.98467208,95.2
42,40.75194595,-73.98456434,69.7
43,40.75189694,-73.98440663,39.4
44,40.75184742,-73.98427221,83.4
45,40.75175373,-73.98408664,103.6
46,40.75171156,-73.98395696,91.1
47,40.75160435,-73.98379524,68.6
48,40.75163548,-73.98372506,69.2
49,40.75145978,-73.98344734,74
50,40.7512265,-73.98292207,74
51,40.75222168,-73.98570163,18.7
52,40.75210657,-73.98536043,19.7
53,40.75202333,-73.98520041,20.7
54,40.75188658,-73.984911,20.5
55,40.75177862,-73.98459709,21.1
56,40.75166016,-73.98429457,21.7
57,40.75157436,-73.98408659,22
58,40.75147304,-73.98384233,22.2
59,40.75136065,-73.98358591,23.6
60,40.75104666,-73.98284953,24.1
61,40.75114361,-73.98261502,25
62,40.75150667,-73.98236625,24.3
63,40.75190853,-73.98205088,25.2
64,40.75216684,-73.98189582,24.3
65,40.75190266,-73.98559147,159.2
66,40.75184571,-73.98538254,43.3
67,40.75170623,-73.98511488,67.5
68,40.75151787,-73.98464314,44.1
69,40.75143668,-73.98447203,21.3
70,40.75141138,-73.98432037,81.4
71,40.75139629,-73.98431192,80.4
72,40.75130004,-73.98404501,68.6
73,40.75126091,-73.98401319,68.6
74,40.75119724,-73.98392616,43.4
75,40.75117118,-73.98373495,51.1
76,40.75110682,-73.98358286,73.1
77,40.75091543,-73.9828834,24.2
78,40.75072959,-73.98289887,24.5
79,40.75087352,-73.98341699,143
80,40.75087095,-73.98381035,72.5
81,40.75104485,-73.98431445,92
82,40.7511593,-73.98448593,75
83,40.75124084,-73.98466741,82.4
84,40.75131556,-73.98480326,93.4
85,40.75131071,-73.98482228,92.6
86,40.75135779,-73.98502232,75
87,40.75142829,-73.9851582,89.5
88,40.75149578,-73.98534475,35.5
89,40.75159534,-73.98561949,83.2
90,40.75175877,-73.98600984,33.4
91,40.75186485,-73.98627369,17.6
92,40.75215871,-73.98606146,19.4
93,40.75249715,-73.98585475,18.5
94,40.75278747,-73.98558969,19.7
95,40.75309831,-73.9853951,19.4
96,40.75342333,-73.98516094,19.7
97,40.75164098,-73.98620249,17.3
98,40.75145694,-73.9857474,18.5
99,40.75135025,-73.98547387,19.6
100,40.75120614,-73.98516527,20.4
101,40.75112111,-73.98496508,20.4
102,40.75103522,-73.98470784,21.1
103,40.75093769,-73.98456187,21.3
104,40.75084953,-73.98432983,21.9
105,40.75072169,-73.98401369,22.5
106,40.75058838,-73.98370259,23.1
107,40.75042702,-73.98334792,23.8
108,40.75048731,-73.9830767,24.3
109,40.75021155,-73.98330429,23.8
110,40.75035521,-73.98369848,68.3
111,40.75044733,-73.98399667,106.6
112,40.7505086,-73.98410319,63.4
113,40.75057579,-73.98428451,67.7
114,40.75063746,-73.98439377,37.8
115,40.75069572,-73.9845501,67.3
116,40.75071998,-73.98469535,29.3
117,40.75077367,-73.98486937,32.4
118,40.75084016,-73.98497847,36.4
119,40.75091886,-73.98512072,75.5
120,40.75103107,-73.98529251,67.1
121,40.75105711,-73.98550312,91.3
122,40.75112688,-73.98567118,88.2
123,40.751233,-73.98589348,137.6
124,40.75135844,-73.98624996,104.4
125,40.75153724,-73.98650248,17
126,40.75123162,-73.98674592,16.6
127,40.75114897,-73.98641164,89.5
128,40.75102799,-73.98619672,64.1
129,40.75093583,-73.9860139,25.8
130,40.75088739,-73.98585028,67.4
131,40.75080966,-73.98560148,76.8
132,40.75065441,-73.98529613,65.2
133,40.75057227,-73.98510893,70.3
134,40.75057337,-73.9850966,70.3
135,40.75048797,-73.98491302,69.8
136,40.75041786,-73.98474506,66.7
137,40.75033421,-73.98459876,82.1
138,40.75028551,-73.9844706,49.3
139,40.75020853,-73.98419141,88.2
140,40.74988374,-73.98355294,22.9
141,40.74986547,-73.98392501,22.1
142,40.75001017,-73.98428792,21.4
