143,40.7501563,-73.98460195,21.1
144,40.75031724,-73.98498097,19.9
145,40.75047261,-73.98535113,19.2
146,40.75062696,-73.98575281,18.3
147,40.75077814,-73.98609014,17.8
148,40.75092172,-73.98643356,17.1
149,40.75093856,-73.98694852,16.3
150,40.75073576,-73.986645,23.9
151,40.75062054,-73.98625897,82.2
152,40.75050317,-73.98603865,81.3
153,40.75044664,-73.98596002,36.1
154,40.75038892,-73.98579499,98
155,40.75032828,-73.98567177,69.2
156,40.75027162,-73.98548924,95.2
157,40.750176,-73.98529842,42.9
158,40.7501369,-73.98516473,66.2
159,40.75008133,-73.98502186,66
160,40.75000679,-73.98480541,69.7
161,40.74989719,-73.9846115,30.5
162,40.74987701,-73.98449898,54.9
163,40.74974828,-73.98408556,64.3
164,40.74955927,-73.98374629,21.6
165,40.74927152,-73.98397258,20.2
166,40.74945374,-73.9843442,70.8
167,40.7496117,-73.98470663,68.7
168,40.74971246,-73.98497888,32.5
169,40.74982491,-73.98530792,30.9
170,40.74994357,-73.98550385,63.8
171,40.74995453,-73.98550565,63.6
172,40.75002134,-73.98572299,63.4
173,40.75014599,-73.98595967,62.7
174,40.75030731,-73.98589197,24.2
175,40.75015954,-73.98555681,34.4
176,40.75022433,-73.98619477,34.6
177,40.75036945,-73.98613061,26.9
178,40.75036493,-73.98638739,84.3
179,40.75041797,-73.98653175,110.2
180,40.75054759,-73.9865144,16.8
181,40.75043813,-73.98688868,77.9
182,40.75062351,-73.98680043,29.6
183,40.7505766,-73.98724108,15.7
184,40.7504273,-73.9873342,15.6
185,40.75033949,-73.98702448,15.8
186,40.7502291,-73.9867555,16.1
187,40.7501378,-73.98650365,16.5
188,40.75005503,-73.98628615,16.6
189,40.7499594,-73.98604878,17.1
190,40.74986064,-73.98578668,17.6
191,40.74973972,-73.98553579,17.6
192,40.74964558,-73.98531369,17.8
193,40.74955543,-73.98501241,18.4
194,40.74939066,-73.98470662,18.5
195,40.74926276,-73.98435844,19.5
196,40.74914346,-73.98411877,19.4
197,40.74897317,-73.98421101,18.7
198,40.74913826,-73.98464276,67.4
199,40.7493342,-73.98514754,64.9
200,40.74944571,-73.98541042,78.9
201,40.74957463,-73.98564716,73.4
202,40.74970012,-73.98589053,45.7
203,40.74970171,-73.98589736,45.6
204,40.74977751,-73.98611078,64.1
205,40.7498267,-73.98620549,39.4
206,40.74989171,-73.98645512,61.4
207,40.75004639,-73.98673739,60.9
208,40.75019129,-73.9871303,64.6
209,40.75028209,-73.98741938,15.4
210,40.74998008,-73.98764641,16.1
211,40.7498199,-73.98724797,61.6
212,40.74975006,-73.98709837,64.9
213,40.74956622,-73.98662539,61.2
214,40.74945089,-73.98635557,31.2
215,40.74937776,-73.98613855,25.2
216,40.74929424,-73.98589364,73
217,40.74919313,-73.98566401,50.8
218,40.74905263,-73.98529238,65.1
219,40.74879546,-73.98476411,71.9
220,40.74867534,-73.98441852,17.3
221,40.74846683,-73.98460902,16.4
222,40.74864174,-73.98496371,16.5
223,40.74883628,-73.98541009,15.9
224,40.74901608,-73.98588328,15.6
225,40.74919445,-73.98633605,15.7
226,40.74937521,-73.98669123,15.5
227,40.74953374,-73.98701704,15.3
228,40.74969194,-73.98740963,14.8
229,40.74976281,-73.98777475,14.8
230,40.7499217,-73.98803648,14.6
231,40.75023144,-73.98793054,15
232,40.7503295,-73.98765653,27.1
233,40.75060277,-73.98782568,15.4
234,40.75056821,-73.98751062,16.1
235,40.75102426,-73.98774523,15.5
236,40.75094975,-73.98736364,114.1
237,40.75139196,-73.98764548,15.8
238,40.75120703,-73.98715193,16.6
239,40.75154263,-73.98735118,44
240,40.75137564,-73.98695283,44
241,40.75172854,-73.98764567,15.8
242,40.75183172,-73.98732376,79.3
243,40.7515778,-73.98682361,98.9
244,40.75169908,-73.98672654,18.3
245,40.75213552,-73.98750789,16.3
246,40.75198157,-73.98697017,18.6
247,40.75173045,-73.98643079,17.2
248,40.75255422,-73.98707928,103.9
249,40.75225069,-73.9863246,32.8
250,40.75222666,-73.98708725,61.6
251,40.75207167,-73.98656031,113
252,40.75277267,-73.98742263,16.8
253,40.75275943,-73.98692137,17.4
254,40.75248563,-73.98630413,18
255,40.75338592,-73.98717095,17.8
256,40.75380563,-73.98700605,17.9
257,40.75340065,-73.9865936,18
258,40.75310176,-73.98580348,19
259,40.75300789,-73.98660956,151.3
260,40.75283116,-73.98599986,149.8
261,40.75419744,-73.98684025,18.2
262,40.75380471,-73.98628207,96.3
263,40.75361253,-73.98637686,104.6
264,40.7536935,-73.98595771,121.4
265,40.75340771,-73.98565598,153.8
266,40.75341636,-73.98603582,58.6
267,40.74947172,-73.98796192,14.6
268,40.74916041,-73.98823927,14.3
269,40.74901893,-73.98795868,14.4
270,40.74926933,-73.98765731,113.8
271,40.74927609,-73.98708559,34.1
272,40.74896387,-73.98743628,113.2
273,40.74881697,-73.98741145,15.8
274,40.74909179,-73.98684883,32
275,40.74880925,-73.98704235,38.2
276,40.74863814,-73.98703678,14.9
277,40.74904663,-73.98669729,22.8
278,40.74878452,-73.98679495,130.1
279,40.74885075,-73.98641964,38.3
280,40.74860945,-73.98655877,34.8
281,40.74846781,-73.98662018,15
282,40.74865404,-73.9862757,37.9
283,40.74861361,-73.98581022,334.5
284,40.74844275,-73.98565892,455.1
285,40.748239,-73.9853659,127.2
286,40.74819105,-73.98509002,37.9
287,40.74817437,-73.98482879,15.9
288,40.74780881,-73.98505535,15
289,40.74794376,-73.98537782,17.5
290,40.74819889,-73.98587894,15.1
291,40.75409954,-73.98637732,18
292,40.75382823,-73.98574296,18.5
293,40.75344746,-73.98476084,19.9
294,40.75319996,-73.98415017,20.8
295,40.75299398,-73.98369188,21.5
296,40.7527481,-73.98313334,22.4
297,40.75250284,-73.98250462,23.2
